dmcode,dcode91,mcode91,DNAME,DMNAME,MANDAL_,loctn_d,dsply_n,RWHS_C,RWHS_Cap,fp,fp_cap,cd,cd_cap,others,others_cap,miTank,MITANK_CAP,PT,PT_CAP
205,2,5,Vizianagaram,GARUGUBILLI,Garugubilli,501,GARUGUBILLI,0,0,560,0.00392,2,0.000706,9,0.003177,53,0.149022,0,0
631,6,31,Krishna,GHANTASALA,Ghantasala,391,GHANTASALA,0,0,27,0.000189,0,0,0,0,0,0,0,0
836,8,36,Prakasam,GIDDALUR,Giddalur,303,GIDDALURU,117,0.041301,856,0.005992,97,0.034241,52,0.018356,41,0.356596,44,0.015532
417,4,17,East Godavari,GOKAVARAM,Gokavaram,447,GOKAVARAM,71,0.025063,663,0.004641,20,0.00706,0,0,109,0.025989,2,0.000706
408,4,8,East Godavari,GOLLAPROLU,Gollaprolu,422,GOLLAPROLU,0,0,333,0.002331,22,0.007766,0,0,28,0.055538,0,0
315,3,15,Visakhapatnam,GOLUGONDA,Golugonda,480,GOLUGONDA,12,0.004236,403,0.002821,76,0.026828,21,0.007413,110,0.205914,0,0
1320,13,20,Kurnool,GONEGANDLA,Gonegandla,615,GONEGANDLA,40,0.01412,288,0.002016,51,0.018003,3,0.001059,2,0.005063,4,0.001412
1206,12,6,Anantapur,GOOTY,Gooty,593,GOOTY,13,0.004589,1064,0.007448,200,0.0706,16,0.005648,56,1.101763,27,0.009531
505,5,5,West Godavari,GOPALAPURAM,Gopalapuram,374,GOPALAPURAM,22,0.007766,664,0.004648,1,0.000353,10,0.00353,83,0.481867,0,0
1112,11,12,Kadapa,GOPAVARAM,Gopavaram,100,GOPAVARAM,18,0.006354,473,0.003311,76,0.026828,10,0.00353,16,0.231414,5,0.001765
1248,12,48,Anantapur,GORANTLA,Gorantla,121,GORANTLA,26,0.009178,978,0.006846,182,0.064246,51,0.018003,202,1.637136,80,0.02824
1342,13,42,Kurnool,GOSPADU,Gospadu,79,GOSPADU,2,0.000706,228,0.001596,2,0.000706,1,0.000353,3,0.052818,0,0
1260,12,60,Anantapur,GUDIBANDA,Gudibanda,147,GUDIBANDA,18,0.006354,806,0.005642,223,0.078719,19,0.006707,74,0.896018,34,0.012002
1055,10,55,Chittoor,GUDIPALA,Gudipala,190,GUDIPALA,15,0.005295,567,0.003969,38,0.013414,42,0.014826,101,0.284778,12,0.004236
642,6,42,Krishna,GUDIVADA,Gudivada,415,GUDIVADA,0,0,1,0.000007,0,0,0,0,0,0,0,0
643,6,43,Krishna,GUDLAVALLERU,Gudlavalleru,418,GUDLAVALLERU,0,0,28,0.000196,0,0,0,0,0,0,0,0
854,8,54,Prakasam,GUDLURU,Gudluru,339,GUDLURU,10,0.00353,636,0.004452,47,0.016591,2,0.000706,46,0.539243,36,0.012708
1065,10,65,Chittoor,GUDUPALLE,Gudupalle,201,GUDI PALLE,15,0.005295,898,0.006286,104,0.036712,103,0.036359,124,0.137838,41,0.014473
1306,13,6,Kurnool,GUDUR1,Gudur1,637,GUDUR (KURNOOL),29,0.010237,117,0.000819,50,0.01765,1,0.000353,1,0.02177,2,0.000706
932,9,32,Nellore,GUDUR2,Gudur2,262,GUDUR,0,0,306,0.002142,20,0.00706,4,0.001412,17,0.102026,33,0.011649
638,6,38,Krishna,GUDURU,Guduru,630,GUDUR (KRISHNA),0,0,18,0.000126,0,0,0,0,0,0,0,0
1219,12,19,Anantapur,GUMMAGATTA,Gummagatta,45,GUMMAGATTA,5,0.001765,683,0.004781,104,0.036712,29,0.010237,24,0.272146,13,0.004589
202,2,2,Vizianagaram,GUMMALAKSHMIPURAM,Gummalakshmipuram,504,GUMMALAKSHMIPURAM,111,0.039183,0,0,122,0.043066,5,0.001765,38,0.409441,9,0.003177
1205,12,5,Anantapur,GUNTAKAL,Guntakal,596,GUNTAKAL,31,0.010943,738,0.005166,140,0.04942,51,0.018003,26,0.767379,16,0.005648
726,7,26,Guntur,GUNTUR,Guntur,627,GUNTUR MANDAL,3,0.001059,74,0.000518,0,0,0,0,9,0.108554,0,0
703,7,3,Guntur,GURAZALA,Gurazala,277,GURAZALA,2,0.000706,388,0.002716,2,0.000706,0,0,20,0.110777,0,0
221,2,21,Vizianagaram,GURLA,Gurla,580,GURLA,24,0.008472,1313,0.009191,197,0.069541,69,0.024357,149,0.43439,0,0
1007,10,7,Chittoor,GURRAMKONDA,Gurramkonda,116,GURRAMKONDA,45,0.015885,167,0.001169,85,0.030005,19,0.006707,128,1.129737,32,0.011296
1354,13,54,Kurnool,HALAHARVI,Halaharvi,102,HALAHARVI,22,0.007766,219,0.001533,20,0.00706,3,0.001059,3,0.042637,7,0.002471
832,8,32,Prakasam,HANUMANTHUNIPADU,Hanumanthunipadu,291,HANUMANTHUNIPADU,43,0.015179,294,0.002058,69,0.024357,101,0.035653,13,0.082983,50,0.01765
1257,12,57,Anantapur,HINDUPUR,Hindupur,158,HINDUPUR,6,0.002118,230,0.00161,92,0.032476,40,0.01412,28,0.477876,31,0.010943
116,1,16,Srikakulam,HIRAMANDALAM,Hiramandalam,592,HIRAMANDALAM,6,0.002118,157,0.001099,126,0.044478,24,0.008472,237,0.31744,3,0.001059
1324,13,24,Kurnool,HOLAGUNDA,Holagunda,603,HOLAGUNDA,15,0.005295,158,0.001106,76,0.026828,18,0.006354,13,0.10331,7,0.002471
303,3,3,Visakhapatnam,HUKUMPETA,Hukumpeta,660,HUKUMPETA,51,0.018003,0,0,0,0,0,0,0,0,0,0
451,4,51,East Godavari,I. POLAVARAM,I. Polavaram,548,I POLAVARAM,0,0,20,0.00014,0,0,0,0,0,0,0,0
608,6,8,Krishna,IBRAHIMPATNAM2,Ibrahimpatnam2,315,IBRAHIMPATNAM,27,0.009531,227,0.001589,5,0.001765,3,0.001059,9,0.214609,0,0
137,1,37,Srikakulam,ICHCHAPURAM,Ichchapuram,64,ICHCHAPURAM,2,0.000706,30,0.00021,61,0.021533,41,0.014473,136,0.289982,10,0.00353
927,9,27,Nellore,INDUKURPET,Indukurpet,232,INDUKURPET,0,0,0,0,0,0,0,0,0,0,0,0
825,8,25,Prakasam,INKOLLU,Inkollu,281,INKOLLU,0,0,88,0.000616,1,0.000353,1,0.000353,2,0.019582,1,0.000353
741,7,41,Guntur,IPUR,Ipur,677,IPURU,247,0.087191,168,0.001176,1,0.000353,0,0,10,0.144111,0,0
531,5,31,West Godavari,IRAGAVARAM,Iragavaram,444,IRAGAVARAM,0,0,0,0,0,0,0,0,0,0,0,0
1052,10,52,Chittoor,IRALA,Irala,192,IRALA,16,0.005648,232,0.001624,30,0.01059,7,0.002471,69,0.416193,27,0.009531
418,4,18,East Godavari,JAGGAMPETA,Jaggampeta,449,JAGGAMPETA,36,0.012708,479,0.003353,29,0.010237,0,0,148,0.159375,13,0.004589
601,6,1,Krishna,JAGGAYYAPETA,Jaggayyapeta,310,JAGGAYYAPETA,63,0.022239,661,0.004627,35,0.012355,4,0.001412,16,0.296698,0,0
904,9,4,Nellore,JALADANKI,Jaladanki,216,JALADANKI,27,0.009531,220,0.00154,5,0.001765,1,0.000353,57,0.15475,10,0.00353
123,1,23,Srikakulam,JALUMURU,Jalumuru,32,JALUMURU,0,0,147,0.001029,69,0.024357,47,0.016591,275,0.281765,7,0.002471
233,2,33,Vizianagaram,JAMI,Jami,605,JAMI,0,0,530,0.00371,56,0.019768,21,0.007413,79,0.336116,0,0
1116,11,16,Kadapa,JAMMALAMADUGU,Jammalamadugu,92,JAMMALAMADUGU,4,0.001412,168,0.001176,78,0.027534,5,0.001765,22,0.073238,6,0.002118
826,8,26,Prakasam,JANAKAVARAMPANGULURU,Janakavarampanguluru,678,JANAKAVARAMPANGULU,1,0.000353,473,0.003311,27,0.009531,18,0.006354,14,0.154304,6,0.002118
507,5,7,West Godavari,JANGAREDDIGUDEM,Jangareddigudem,369,JANGAREDDIGUDEM,12,0.004236,728,0.005096,8,0.002824,12,0.004236,44,0.416357,16,0.005648
501,5,1,West Godavari,JEELUGU MILLI,Jeelugu Milli,360,JEELUGUMILLI,64,0.022592,517,0.003619,33,0.011649,5,0.001765,33,0.19337,24,0.008472
204,2,4,Vizianagaram,JIYYAMMAVALASA,Jiyyammavalasa,498,JIYYAMMA VALASA,0,0,1,0.000007,60,0.02118,15,0.005295,1,0.000763,3,0.001059
1315,13,15,Kurnool,JUPADU BUNGALOW,Jupadu Bungalow,565,JUPADU BUNGALOW,12,0.004236,26,0.000182,61,0.021533,5,0.001765,16,0.255978,1,0.000353
322,3,22,Visakhapatnam,K KOTAPADU,K Kotapadu,512,K KOTAPADU,56,0.019768,485,0.003395,55,0.019415,27,0.009531,295,0.563276,0,0
1023,10,23,Chittoor,K.V.B.PURAM,K.V.B.Puram,682,K V B PURAM,60,0.02118,639,0.004473,35,0.012355,6,0.002118,174,1.023607,20,0.00706
1131,11,31,Kadapa,KADAPA,Kadapa,622,CUDDAPAH MANDAL,2,0.000706,13,0.000091,1,0.000353,2,0.000706,10,0.04915,0,0
431,4,31,East Godavari,KADIAM,Kadiam,487,KADIAM,0,0,1,0.000007,0,0,0,0,16,0.231856,0,0
1244,12,44,Anantapur,KADIRI,Kadiri,132,KADIRI,43,0.015179,585,0.004095,55,0.019415,12,0.004236,96,0.374619,23,0.008119
648,6,48,Krishna,KAIKALUR,Kaikalur,427,KAIKALUR,0,0,0,0,0,0,0,0,0,0,0,0
438,4,38,East Godavari,KAJULURU,Kajuluru,496,KAJULURU,0,0,5,0.000035,0,0,0,0,0,0,0,0
424,4,24,East Godavari,KAKINADA (FULLY URBAN),Kakinada (Fully Urban),664,KAKINADA (URBAN),0,0,26,0.000182,0,0,0,0,0,0,0,0
423,4,23,East Godavari,KAKINADA (RURAL),Kakinada (Rural),462,KAKINADA (RURAL),0,0,50,0.00035,0,0,0,0,0,0,0,0
747,7,47,Guntur,KAKUMANU,Kakumanu,375,KAKUMANU,0,0,126,0.000882,0,0,0,0,1,0.003266,0,0
1008,10,8,Chittoor,KALAKADA,Kalakada,114,KALAKADA,45,0.015885,56,0.000392,54,0.019062,47,0.016591,113,0.41667,50,0.01765
1109,11,9,Kadapa,KALASAPADU,Kalasapadu,80,KALASAPADU,12,0.004236,118,0.000826,67,0.023651,9,0.003177,34,0.213329,22,0.007766
649,6,49,Krishna,KALIDINDI,Kalidindi,430,KALIDINDI,0,0,0,0,0,0,0,0,0,0,0,0
907,9,7,Nellore,KALIGIRI,Kaligiri,212,KALIGIRI,2,0.000706,403,0.002821,60,0.02118,6,0.002118,3,0.032472,21,0.007413
1032,10,32,Chittoor,KALIKIRI,Kalikiri,167,KALIKIRI,2,0.000706,85,0.000595,65,0.022945,64,0.022592,141,2.815629,41,0.014473
535,5,35,West Godavari,KALLA,Kalla,439,KALLA,0,0,0,0,0,0,0,0,0,0,0,0
1318,13,18,Kurnool,KALLUR2,Kallur2,586,KALLUR,63,0.022239,214,0.001498,160,0.05648,15,0.005295,9,0.073317,4,0.001412
922,9,22,Nellore,KALUVOYA,Kaluvoya,244,KALUVOYA,77,0.027181,442,0.003094,10,0.00353,0,0,29,0.049495,9,0.003177
1223,12,23,Anantapur,KALYANDURG,Kalyandurg,656,KALYANDURG,95,0.033535,1265,0.008855,213,0.075189,41,0.014473,13,0.238243,100,0.0353
1125,11,25,Kadapa,KAMALAPURAM,Kamalapuram,125,KAMALAPURAM,5,0.001765,737,0.005159,58,0.020474,9,0.003177,2,0.005837,6,0.002118
511,5,11,West Godavari,KAMAVARAPUKOTA,Kamavarapukota,393,KAMAVARAPUKOTA,20,0.00706,711,0.004977,21,0.007413,1,0.000353,7,0.073315,2,0.000706
1234,12,34,Anantapur,KAMBADUR,Kambadur,99,KAMBADUR,106,0.037418,1094,0.007658,109,0.038477,12,0.004236,102,0.66388,61,0.021533
1009,10,9,Chittoor,KAMBHAMVARIPALLE,Kambhamvaripalle,136,KAMBHAMVARIPALLE,24,0.008472,126,0.000882,102,0.036006,44,0.015532,81,0.199294,45,0.015885
1233,12,33,Anantapur,KANAGANAPALLE,Kanaganapalle,101,KANAGANAPALLE,157,0.055421,1359,0.009513,172,0.060716,20,0.00706,17,0.287919,61,0.021533
606,6,6,Krishna,KANCHIKACHERLA,Kanchikacherla,318,KANCHIKA CHERLA,10,0.00353,174,0.001218,14,0.004942,3,0.001059,3,0.106327,2,0.000706
135,1,35,Srikakulam,KANCHILI,Kanchili,71,KANCHILI,13,0.004589,108,0.000756,191,0.067423,32,0.011296,282,0.460161,3,0.001059
850,8,50,Prakasam,KANDUKUR1,Kandukur1,344,KANDUKUR,17,0.006001,290,0.00203,17,0.006001,44,0.015532,7,0.099535,9,0.003177
1217,12,17,Anantapur,KANEKAL,Kanekal,23,KANEKAL,5,0.001765,525,0.003675,103,0.036359,115,0.040595,50,0.424231,26,0.009178
831,8,31,Prakasam,KANIGIRI,Kanigiri,289,KANIGIRI,92,0.032476,224,0.001568,95,0.033535,96,0.033888,39,0.681774,49,0.017297
620,6,20,Krishna,KANKIPADU,Kankipadu,669,KANKIPADU,0,0,39,0.000273,0,0,0,0,0,0,0,0
441,4,41,East Godavari,KAPILESWARAPURAM,Kapileswarapuram,516,KAPILESWARAPURAM,0,0,0,0,0,0,0,0,0,0,0,0
822,8,22,Prakasam,KARAMCHEDU,Karamchedu,284,KARAMCHEDU,0,0,30,0.00021,4,0.001412,0,0,0,0,0,0
436,4,36,East Godavari,KARAPA,Karapa,481,KARAPA,0,0,36,0.000252,0,0,0,0,2,0.004663,0,0
718,7,18,Guntur,KAREMPUDI,Karempudi,293,KAREMPUDI,72,0.025416,294,0.002058,2,0.000706,0,0,3,0.011792,0,0
756,7,56,Guntur,KARLAPALEM,Karlapalem,405,KARLAPALEM,0,0,385,0.002695,0,0,0,0,0,0,0,0
1046,10,46,Chittoor,KARVETINAGAR,Karvetinagar,198,KARVETINAGAR,16,0.005648,1341,0.009387,103,0.036359,27,0.009531,119,0.764066,75,0.026475
335,3,35,Visakhapatnam,KASIMKOTA,Kasimkota,538,KASIMKOTA,20,0.00706,616,0.004312,36,0.012708,14,0.004942,135,0.183423,3,0.001059
452,4,52,East Godavari,KATRENIKONA,Katrenikona,551,KATRENIKONA,0,0,3,0.000021,0,0,0,0,0,0,0,0
905,9,5,Nellore,KAVALI,Kavali,214,KAVALI,30,0.01059,113,0.000791,11,0.003883,1,0.000353,94,0.529117,5,0.001765
136,1,36,Srikakulam,KAVITI,Kaviti,60,KAVITI,0,0,38,0.000266,184,0.064952,34,0.012002,101,0.13516,7,0.002471
1113,11,13,Kadapa,KHAJIPET,Khajipet,98,KHAJIPET,1,0.000353,487,0.003409,39,0.013767,5,0.001765,0,0,2,0.000706
419,4,19,East Godavari,KIRLAMPUDI,Kirlampudi,446,KIRLAMPUDI,0,0,45,0.000315,0,0,0,0,24,0.790538,0,0
917,9,17,Nellore,KODAVALUR,Kodavalur,221,KODAVALUR,0,0,0,0,0,0,0,0,10,0.036743,1,0.000353
1319,13,19,Kurnool,KODUMUR,Kodumur,584,KODUMUR,47,0.016591,22,0.000154,131,0.046243,3,0.001059,4,0.026001,1,0.000353
1143,11,43,Kadapa,KODUR,Kodur,138,KODUR,4,0.001412,359,0.002513,93,0.032829,6,0.002118,24,0.219316,7,0.002471
636,6,36,Krishna,KODURU,Koduru,407,KODURU,0,0,154,0.001078,0,0,0,0,0,0,0,0
1343,13,43,Kurnool,KOILKUNTLA,Koilkuntla,76,KOILKUNTLA,68,0.024004,64,0.000448,42,0.014826,0,0,0,0,9,0.003177
1346,13,46,Kurnool,KOLIMIGUNDLA,Kolimigundla,66,KOLIMIGUNDLA,67,0.023651,74,0.000518,28,0.009884,17,0.006001,48,0.392535,17,0.006001
729,7,29,Guntur,KOLLIPARA,Kollipara,316,KOLLIPARA,0,0,158,0.001106,0,0,0,0,0,0,0,0
730,7,30,Guntur,KOLLUR,Kollur,340,KOLLUR,0,0,267,0.001869,0,0,0,0,0,0,0,0
201,2,1,Vizianagaram,KOMARADA,Komarada,511,KOMARADA,37,0.013061,5,0.000035,51,0.018003,19,0.006707,38,0.085399,3,0.001059
837,8,37,Prakasam,KOMAROLU,Komarolu,297,KOMAROLU,20,0.00706,417,0.002919,90,0.03177,42,0.014826,30,0.101085,27,0.009531
811,8,11,Prakasam,KONAKANAMITLA,Konakanamitla,261,KONAKANAMITLA,62,0.021886,536,0.003752,179,0.063187,35,0.012355,37,0.275195,42,0.014826
842,8,42,Prakasam,KONDAPI,Kondapi,309,KONDAPI,24,0.008472,291,0.002037,43,0.015179,34,0.012002,21,0.113309,76,0.026828
1101,11,1,Kadapa,KONDAPURAM1,Kondapuram1,75,KONDAPURAM,7,0.002471,352,0.002464,105,0.037065,12,0.004236,5,0.009806,3,0.001059
903,9,3,Nellore,KONDAPURAM2,Kondapuram2,624,KONDAPURAM (NELLORE),53,0.018709,1044,0.007308,78,0.027534,9,0.003177,21,0.199833,12,0.004236
827,8,27,Prakasam,KORISAPADU,Korisapadu,276,KORISAPADU,0,0,124,0.000868,11,0.003883,4,0.001412,6,0.139242,42,0.014826
416,4,16,East Godavari,KORUKONDA,Korukonda,453,KORUKONDA,15,0.005295,243,0.001701,0,0,0,0,122,6.118296,0,0
1302,13,2,Kurnool,KOSIGI,Kosigi,540,KOSIGI,72,0.025416,331,0.002317,86,0.030358,13,0.004589,30,0.09968,4,0.001412
939,9,39,Nellore,KOTA,Kota,252,KOTA,0,0,51,0.000357,0,0,0,0,4,0.010802,10,0.00353
128,1,28,Srikakulam,KOTABOMMALI,Kotabommali,652,KOTABOMMAL,1,0.000353,84,0.000588,113,0.039889,38,0.013414,350,0.997441,13,0.004589
405,4,5,East Godavari,KOTANANDURU,Kotananduru,433,KOTANANDURU,18,0.006354,354,0.002478,49,0.017297,9,0.003177,86,0.115958,1,0.000353
337,3,37,Visakhapatnam,KOTAURATLA,Kotauratla,530,KOTAURATLA,22,0.007766,328,0.002296,30,0.01059,6,0.002118,61,0.14457,1,0.000353
847,8,47,Prakasam,KOTHA PATNAM,Kotha Patnam,327,KOTHAPATNAM,0,0,76,0.000532,4,0.001412,7,0.002471,2,0.05329,0,0
1251,12,51,Anantapur,KOTHACHERUVU,Kothacheruvu,112,KOTHACHERUVU,21,0.007413,661,0.004627,88,0.031064,8,0.002824,54,0.38131,8,0.002824
422,4,22,East Godavari,KOTHAPALLE1,Kothapalle1,663,KOTHAPALLEE,0,0,152,0.001064,0,0,0,0,0,0,0,0
1310,13,10,Kurnool,KOTHAPALLE2,Kothapalle2,579,KOTHAPALLE,12,0.004236,25,0.000175,49,0.017297,14,0.004942,7,0.120964,3,0.001059
446,4,46,East Godavari,KOTHAPETA,Kothapeta,500,KOTHAPETA,0,0,3,0.000021,0,0,0,0,1,0.00003,0,0
234,2,34,Vizianagaram,KOTHAVALASA,Kothavalasa,609,KOTHAVALASA,0,0,1214,0.008498,259,0.091427,6,0.002118,163,0.387413,0,0
115,1,15,Srikakulam,KOTHURU,Kothuru,601,KOTHURU,9,0.003177,204,0.001428,111,0.039183,39,0.013767,353,0.802408,14,0.004942
926,9,26,Nellore,KOVUR,Kovur,237,KOVUR,0,0,3,0.000021,0,0,0,0,0,0,0,0
516,5,16,West Godavari,KOVVUR,Kovvur,400,KOVVUR,0,0,34,0.000238,0,0,0,0,1,0.000039,0,0
1301,13,1,Kurnool,KOWTHALAM,Kowthalam,544,KOWTHALAM,6,0.002118,61,0.000427,35,0.012355,5,0.001765,10,0.028512,5,0.001765
506,5,6,West Godavari,KOYYALAGUDEM,Koyyalagudem,376,KOYYALAGUDEM,11,0.003883,776,0.005432,6,0.002118,20,0.00706,45,0.252101,1,0.000353
314,3,14,Visakhapatnam,KOYYURU,Koyyuru,478,KOYYURU,56,0.019768,0,0,13,0.004589,0,0,17,0.106539,0,0
1328,13,28,Kurnool,KRISHNAGIRI,Krishnagiri,620,KRISHNAGIRI,99,0.034947,195,0.001365,168,0.059304,9,0.003177,42,0.422375,4,0.001412
708,7,8,Guntur,KROSURU,Krosuru,272,KROSURU,0,0,100,0.0007,3,0.001059,2,0.000706,3,0.030325,0,0
650,6,50,Krishna,KRUTHIVENNU,Kruthivennu,445,KRUTHIVENNU,0,0,34,0.000238,0,0,0,0,0,0,0,0
1214,12,14,Anantapur,KUDAIR,Kudair,30,KUDAIR,57,0.020121,426,0.002982,216,0.076248,10,0.00353,88,0.701025,25,0.008825
547,5,47,West Godavari,KUKUNOOR,Kukunoor,474,KUKUNOOR,0,0,0,0,0,0,0,0,0,0,0,0
462,4,62,East Godavari,KUNAVARAM,Kunavaram,578,KUNAVARAM,0,0,5,0.000035,0,0,0,0,18,0.071233,0,0
1222,12,22,Anantapur,KUNDURPI,Kundurpi,655,KUNDURPI,89,0.031417,499,0.003493,137,0.048361,64,0.022592,13,0.127613,21,0.007413
1066,10,66,Chittoor,KUPPAM,Kuppam,200,KUPPAM,27,0.009531,784,0.005488,151,0.053303,104,0.036712,105,0.464337,64,0.022592
1006,10,6,Chittoor,KURABALAKOTA,Kurabalakota,119,KURABALAKOTA,10,0.00353,187,0.001309,36,0.012708,79,0.027887,211,0.285521,45,0.015885
804,8,4,Prakasam,KURICHEDU,Kurichedu,235,KURICHEDU,38,0.013414,35,0.000245,120,0.04236,16,0.005648,35,0.197926,15,0.005295
1307,13,7,Kurnool,KURNOOL,Kurnool,636,KURNOOL MANDAL,50,0.01765,100,0.0007,101,0.035653,13,0.004589,30,0.128927,1,0.000353
203,2,3,Vizianagaram,KURUPAM,Kurupam,507,KURUPAM,59,0.020827,112,0.000784,34,0.012002,23,0.008119,98,0.73506,18,0.006354
232,2,32,Vizianagaram,LAKKAVARAPUKOTA,Lakkavarapukota,614,LAKKAVARAPUKOTA,0,0,1625,0.011375,172,0.060716,20,0.00706,282,1.06674,0,0
1136,11,36,Kadapa,LAKKIREDDIPALLE,Lakkireddipalle,157,LAKKIREDDIPALLE,1,0.000353,242,0.001694,107,0.037771,43,0.015179,158,0.420775,31,0.010943
138,1,38,Srikakulam,LAKSHMINARSUPETA,Lakshminarsupeta,653,LAXMINARASAMPET,0,0,30,0.00021,59,0.020827,14,0.004942,149,0.313945,40,0.01412
106,1,6,Srikakulam,LAVERU,Laveru,563,LAVERU,0,0,248,0.001736,383,0.135199,43,0.015179,352,0.552784,9,0.003177
1256,12,56,Anantapur,LEPAKSHI,Lepakshi,160,LEPAKSHI,4,0.001412,800,0.0056,174,0.061422,11,0.003883,47,0.446271,13,0.004589
1119,11,19,Kadapa,LINGALA,Lingala,106,LINGALA,26,0.009178,162,0.001134,109,0.038477,8,0.002824,12,0.048207,2,0.000706
510,5,10,West Godavari,LINGAPALEM,Lingapalem,390,LINGAPALEM,8,0.002824,157,0.001099,5,0.001765,1,0.000353,59,0.671829,3,0.001059
853,8,53,Prakasam,LINGASAMUDRAM,Lingasamudram,336,LINGASAMUDRAM,28,0.009884,75,0.000525,27,0.009531,22,0.007766,48,0.515756,16,0.005648
705,7,5,Guntur,MACHAVARAM,Machavaram,274,MACHAVARAM,0,0,374,0.002618,1,0.000353,2,0.000706,4,0.031676,0,0
701,7,1,Guntur,MACHERLA,Macherla,283,MACHERLA,67,0.023651,165,0.001155,21,0.007413,4,0.001412,2,0.004945,2,0.000706
637,6,37,Krishna,MACHILIPATNAM,Machilipatnam,401,MACHILIPATNAM,0,0,175,0.001225,0,0,0,0,24,0.118327,0,0
1259,12,59,Anantapur,MADAKASIRA,Madakasira,153,MADAKASIRA,100,0.0353,537,0.003759,180,0.06354,12,0.004236,38,1.005632,69,0.024357
1035,10,35,Chittoor,MADANAPALLE,Madanapalle,646,MANDAPALLE,24,0.008472,196,0.001372,81,0.028593,45,0.015885,137,0.52909,64,0.022592
1352,13,52,Kurnool,MADDIKERA (EAST),Maddikera (East),50,MADDIKERA EAST,45,0.015885,218,0.001526,48,0.016944,19,0.006707,25,0.253959,0,0
828,8,28,Prakasam,MADDIPADU,Maddipadu,271,MADDIPADU,0,0,94,0.000658,19,0.006707,2,0.000706,9,0.122195,0,0
309,3,9,Visakhapatnam,MADUGULA,Madugula,469,MADUGULA,10,0.00353,108,0.000756,30,0.01059,1,0.000353,81,0.351479,0,0
1335,13,35,Kurnool,MAHANANDI,Mahanandi,31,MAHANANDI,9,0.003177,56,0.000392,11,0.003883,0,0,6,0.084857,0,0
336,3,36,Visakhapatnam,MAKAVARAPALEM,Makavarapalem,527,MAKAVARAPALEM,21,0.007413,867,0.006069,65,0.022945,6,0.002118,82,0.145387,5,0.001765
207,2,7,Vizianagaram,MAKKUVA,Makkuva,521,MAKKUVA,16,0.005648,55,0.000385,27,0.009531,1,0.000353,0,0,10,0.00353
458,4,58,East Godavari,MALIKIPURAM,Malikipuram,531,MALIKIPURAM,0,0,713,0.004991,0,0,0,0,0,0,0,0
456,4,56,East Godavari,MAMIDIKUDURU,Mamidikuduru,539,MAMIDIKUDURU,0,0,38,0.000266,0,0,0,0,0,0,0,0
432,4,32,East Godavari,MANDAPETA,Mandapeta,489,MANDAPETA,0,0,9,0.000063,0,0,0,0,26,0.042587,0,0
133,1,33,Srikakulam,MANDASA,Mandasa,77,MANDASA,33,0.011649,65,0.000455,245,0.086485,119,0.042007,262,0.267402,79,0.027887
647,6,47,Krishna,MANDAVALLI,Mandavalli,435,MANDAVALLI,0,0,4,0.000028,0,0,0,0,0,0,0,0
712,7,12,Guntur,MANGALAGIRI,Mangalagiri,304,MANGALAGIRI,2,0.000706,39,0.000273,0,0,0,0,7,0.028173,0,0
1303,13,3,Kurnool,MANTRALAYAM,Mantralayam,536,MANTRALAYAM,20,0.00706,169,0.001183,158,0.055774,40,0.01412,16,0.140102,0,0
931,9,31,Nellore,MANUBOLU,Manubolu,248,MANUBOLU,0,0,48,0.000336,0,0,0,0,21,0.105364,1,0.000353
401,4,1,East Godavari,MAREDUMILLI,Maredumilli,416,MAREDUMILLI,43,0.015179,0,0,23,0.008119,2,0.000706,69,0.077113,5,0.001765
809,8,9,Prakasam,MARKAPUR,Markapur,229,MARKAPUR,1,0.000353,400,0.0028,75,0.026475,32,0.011296,33,0.371136,14,0.004942
911,9,11,Nellore,MARRIPADU,Marripadu,226,MARRIPADU,206,0.072718,452,0.003164,109,0.038477,14,0.004942,27,0.129912,52,0.018356
