dmcode,dcode91,mcode91,DNAME,DMNAME,MANDAL_,loctn_d,dsply_n,RWHS_C,RWHS_Cap,fp,fp_cap,cd,cd_cap,others,others_cap,miTank,MITANK_CAP,PT,PT_CAP
1232,12,32,Anantapur,RAPTADU,Raptadu,104,RAPTADU,66,0.023298,776,0.005432,109,0.038477,9,0.003177,28,0.537899,2,0.000706
923,9,23,Nellore,RAPUR,Rapur,239,RAPUR,164,0.057892,551,0.003857,40,0.01412,1,0.000353,80,0.22099,9,0.003177
319,3,19,Visakhapatnam,RAVIKAMATAM,Ravikamatam,492,RAVIKAMATHAM,28,0.009884,627,0.004389,75,0.026475,7,0.002471,169,0.524872,3,0.001059
444,4,44,East Godavari,RAVULAPALEM,Ravulapalem,506,RAVULAPALEM,0,0,2,0.000014,0,0,0,0,0,0,0,0
1149,11,49,Kadapa,RAYACHOTI,Rayachoti,649,ROYACHOTI,0,0,299,0.002093,173,0.061069,26,0.009178,39,0.238627,41,0.014473
1218,12,18,Anantapur,RAYADURG,Rayadurg,46,RAYADURG,8,0.002824,931,0.006517,156,0.055068,18,0.006354,38,0.445297,26,0.009178
440,4,40,East Godavari,RAYAVARAM,Rayavaram,514,RAYAVARAM,0,0,4,0.000028,0,0,0,0,0,0,0,0
457,4,57,East Godavari,RAZOLE,Razole,528,RAZOLE,0,0,108,0.000756,0,0,0,0,0,0,0,0
615,6,15,Krishna,REDDIGUDEM,Reddigudem,350,REDDIGUDEM,26,0.009178,451,0.003157,36,0.012708,2,0.000706,79,4.238146,3,0.001059
103,1,3,Srikakulam,REGIDIAMADALAVALASA,Regidiamadalavalasa,647,REGIDIAMADALAVALASA,0,0,90,0.00063,31,0.010943,32,0.011296,785,0.87761,34,0.012002
1012,10,12,Chittoor,RENIGUNTA,Renigunta,164,RENIGUNTA,17,0.006001,59,0.000413,11,0.003883,38,0.013414,27,0.192763,20,0.00706
702,7,2,Guntur,RENTACHINTALA,Rentachintala,674,RENTACHINTALA,0,0,330,0.00231,0,0,0,0,6,0.002837,0,0
752,7,52,Guntur,REPALLE,Repalle,392,REPALLE,0,0,302,0.002114,0,0,0,0,0,0,0,0
1253,12,53,Anantapur,RODDAM,Roddam,109,RODDAM,43,0.015179,1080,0.00756,122,0.043066,34,0.012002,61,1.892237,13,0.004589
1263,12,63,Anantapur,ROLLA,Rolla,141,ROLLA,22,0.007766,489,0.003423,194,0.068482,13,0.004589,49,0.459762,14,0.004942
318,3,18,Visakhapatnam,ROLUGUNTA,Rolugunta,490,ROLUGUNTA,20,0.00706,210,0.00147,44,0.015532,8,0.002824,121,0.488201,0,0
1030,10,30,Chittoor,ROMPICHERLA1,Rompicherla1,169,ROMPICHERLA,17,0.006001,436,0.003052,84,0.029652,47,0.016591,126,0.28131,47,0.016591
740,7,40,Guntur,ROMPICHERLA2,Rompicherla2,628,ROMPICHERLA (GUNTUR),0,0,302,0.002114,1,0.000353,1,0.000353,7,0.069132,0,0
460,4,60,East Godavari,ROWTHULAPUDI,Rowthulapudi,523,ROUTHULAPUDI,49,0.017297,540,0.00378,96,0.033888,7,0.002471,113,0.278666,2,0.000706
1337,13,37,Kurnool,RUDRAVARAM,Rudravaram,26,RUDRAVARAM,12,0.004236,265,0.001855,117,0.041301,3,0.001059,63,0.859527,2,0.000706
340,3,40,Visakhapatnam,S RAYAVARAM,S Rayavaram,524,S RAYAVARAM,9,0.003177,127,0.000889,3,0.001059,7,0.002471,33,0.786022,0,0
1106,11,6,Kadapa,S.MYDUKUR,S.Mydukur,57,S MYDUKUR,17,0.006001,751,0.005257,84,0.029652,2,0.000706,9,0.033127,4,0.001412
323,3,23,Visakhapatnam,SABBAVARAM,Sabbavaram,505,SABBAVARAM,29,0.010237,499,0.003493,40,0.01412,20,0.00706,167,0.271909,0,0
459,4,59,East Godavari,SAKHINETIPALLE,Sakhinetipalle,557,SAKHINETIPALLE,0,0,174,0.001218,0,0,0,0,0,0,0,0
211,2,11,Vizianagaram,SALUR,Salur,541,SALUR,42,0.014826,77,0.000539,83,0.029299,21,0.007413,0,0,37,0.013061
425,4,25,East Godavari,SAMALKOTA,Samalkota,457,SAMALKOTA,0,0,11,0.000077,0,0,0,0,16,0.006614,0,0
1147,11,47,Kadapa,SAMBEPALLE,Sambepalle,174,SAMBEPALLE,10,0.00353,431,0.003017,248,0.087544,42,0.014826,22,0.033656,45,0.015885
919,9,19,Nellore,SANGAM1,Sangam1,219,SANGAM,0,0,29,0.000203,0,0,0,0,5,0.043866,2,0.000706
1345,13,45,Kurnool,SANJAMALA,Sanjamala,70,SANJAMALA,96,0.033888,159,0.001113,81,0.028593,2,0.000706,14,0.460947,5,0.001765
409,4,9,East Godavari,SANKHAVARAM,Sankhavaram,424,SANKHAVARAM,21,0.007413,269,0.001883,40,0.01412,1,0.000353,29,0.230623,1,0.000353
129,1,29,Srikakulam,SANTHABOMMALI,Santhabommali,44,SANTHABOMMALI,0,0,53,0.000371,41,0.014473,37,0.013061,283,0.322087,1,0.000353
110,1,10,Srikakulam,SANTHAKAVITI,Santhakaviti,610,SANTHAKAVITI,0,0,13,0.000091,43,0.015179,5,0.001765,269,0.625775,19,0.006707
818,8,18,Prakasam,SANTHAMAGULURU,Santhamaguluru,251,SANTHAMAGULURU,1,0.000353,578,0.004046,1,0.000353,22,0.007766,17,0.31053,11,0.003883
843,8,43,Prakasam,SANTHANUTHALA PADU,Santhanuthala Padu,311,SANTHANUTHLAPADU,0,0,295,0.002065,18,0.006354,5,0.001765,14,0.183887,29,0.010237
1064,10,64,Chittoor,SANTHIPURAM,Santhipuram,202,SANTHI PURAM,37,0.013061,1180,0.00826,65,0.022945,182,0.064246,119,0.359578,128,0.045184
124,1,24,Srikakulam,SARAVAKOTA,Saravakota,35,SARAVAKOTA,7,0.002471,400,0.0028,224,0.079072,89,0.031417,268,0.528306,12,0.004236
117,1,17,Srikakulam,SARUBUJJILI,Sarubujjili,595,SARUBUJJILI,1,0.000353,21,0.000147,85,0.030005,19,0.006707,119,0.184625,27,0.009531
715,7,15,Guntur,SATTENAPALLE,Sattenapalle,302,SATTENAPALLE,0,0,215,0.001505,0,0,0,0,3,0.061211,0,0
1018,10,18,Chittoor,SATYAVEDU,Satyavedu,149,SATYAVEDU,7,0.002471,358,0.002506,23,0.008119,4,0.001412,125,0.601405,24,0.008472
742,7,42,Guntur,SAVALYAPURAM,Savalyapuram,367,SAVALYAPURAM,0,0,172,0.001204,10,0.00353,4,0.001412,13,0.035399,0,0
113,1,13,Srikakulam,SEETHAMPETA,Seethampeta,608,SEETHAMPETA,70,0.02471,34,0.000238,330,0.11649,114,0.040242,184,0.270625,95,0.033535
415,4,15,East Godavari,SEETHANAGARAM1,Seethanagaram1,451,SEETHANAGARAM,2,0.000706,148,0.001036,0,0,0,0,0,0,0,0
208,2,8,Vizianagaram,SEETHANAGARAM2,Seethanagaram2,635,SEETHANAGARAM (VIZIANAGARAM),1,0.000353,1220,0.00854,34,0.012002,10,0.00353,57,0.110352,4,0.001412
901,9,1,Nellore,SEETHARAMAPURAM,Seetharamapuram,217,SEETHARAMAPURAM,39,0.013767,548,0.003836,15,0.005295,3,0.001059,18,0.059276,3,0.001059
1221,12,21,Anantapur,SETTUR,Settur,78,SETTUR,106,0.037418,673,0.004711,138,0.048714,25,0.008825,6,0.280698,55,0.019415
1130,11,30,Kadapa,SIDHOUT,Sidhout,111,SIDHOUT,2,0.000706,463,0.003241,60,0.02118,43,0.015179,8,0.011434,2,0.000706
1118,11,18,Kadapa,SIMHADRIPURAM,Simhadripuram,88,SIMHADRIPURAM,5,0.001765,205,0.001435,109,0.038477,15,0.005295,12,0.065421,23,0.008119
1211,12,11,Anantapur,SINGANAMALA,Singanamala,39,SINGANAMALA,49,0.017297,1240,0.00868,156,0.055068,12,0.004236,7,1.392915,9,0.003177
856,8,56,Prakasam,SINGARAYAKONDA,Singarayakonda,359,SINGARAYAKONDA,1,0.000353,335,0.002345,1,0.000353,34,0.012002,12,0.052822,5,0.001765
1336,13,36,Kurnool,SIRVEL,Sirvel,29,SIRVEL,2,0.000706,91,0.000637,24,0.008472,2,0.000706,1,0.089644,0,0
1040,10,40,Chittoor,SODAM,Sodam,184,SODAM,1,0.000353,127,0.000889,61,0.021533,40,0.01412,202,0.235419,33,0.011649
1039,10,39,Chittoor,SOMALA,Somala,185,SOMALA,3,0.001059,119,0.000833,78,0.027534,32,0.011296,139,0.311396,25,0.008825
1254,12,54,Anantapur,SOMANDEPALLE,Somandepalle,166,SOMANDEPALLE,40,0.01412,1024,0.007168,171,0.060363,22,0.007766,119,0.891386,29,0.010237
134,1,34,Srikakulam,SOMPETA,Sompeta,67,SOMPETA,7,0.002471,46,0.000322,78,0.027534,16,0.005648,86,0.130536,1,0.000353
1151,11,51,Kadapa,SRI AVADHUTHA KASINAYANA,Sri Avadhutha Kasinayana,651,NARSAPUR,43,0.015179,844,0.005908,143,0.050479,10,0.00353,25,0.097485,30,0.01059
119,1,19,Srikakulam,SRIKAKULAM,Srikakulam,642,SRIKAKULAM MANDAL,1,0.000353,100,0.0007,20,0.00706,16,0.005648,119,0.215694,6,0.002118
1014,10,14,Chittoor,SRIKALAHASTI,Srikalahasti,159,SRIKALAHASTI,106,0.037418,717,0.005019,26,0.009178,46,0.016238,168,0.868585,22,0.007766
1047,10,47,Chittoor,SRIRANGARAJAPURAM,Srirangarajapuram,197,SRIRANGARAJAPURAM,3,0.001059,479,0.003353,153,0.054009,140,0.04942,45,0.215281,52,0.018356
1312,13,12,Kurnool,SRISAILAM,Srisailam,574,SRISAILAM,0,0,1,0.000007,0,0,0,0,0,0,0,0
230,2,30,Vizianagaram,SRUNGAVARAPUKOTA,Srungavarapukota,559,SRUNGAVARAPUKOTA,0,0,856,0.005992,44,0.015532,3,0.001059,211,0.865237,0,0
945,9,45,Nellore,SULLURPETA,Sullurpeta,279,SULLURPETA,0,0,89,0.000623,1,0.000353,7,0.002471,0,0,15,0.005295
933,9,33,Nellore,SYDAPURAM,Sydapuram,264,SYDAPURAM,0,0,540,0.00378,28,0.009884,1,0.000353,1,0.007656,9,0.003177
1146,11,46,Kadapa,T SUNDUPALLE,T Sundupalle,176,T SUNDUPALLE,10,0.00353,689,0.004823,197,0.069541,66,0.023298,100,0.195599,76,0.026828
508,5,8,West Godavari,T.NARASAPURAM,T.Narasapuram,372,T NARASAPURAM,57,0.020121,685,0.004795,12,0.004236,2,0.000706,19,0.448447,1,0.000353
946,9,46,Nellore,TADA,Tada,282,TADA,0,0,26,0.000182,0,0,4,0.001412,12,0.052063,2,0.000706
711,7,11,Guntur,TADEPALLE,Tadepalle,290,THADEPALLE,0,0,3,0.000021,0,0,0,0,5,0.017773,0,0
518,5,18,West Godavari,TADEPALLIGUDEM,Tadepalligudem,398,TADEPALLIGUDEM,5,0.001765,297,0.002079,0,0,0,0,43,0.414981,0,0
713,7,13,Guntur,TADIKONDA,Tadikonda,306,TADIKONDA,1,0.000353,224,0.001568,0,0,0,0,5,0.100475,0,0
1230,12,30,Anantapur,TADIMARRI,Tadimarri,51,TADIMARRI,6,0.002118,1136,0.007952,149,0.052597,25,0.008825,195,0.869444,17,0.006001
1209,12,9,Anantapur,TADPATRI,Tadpatri,616,TADPATRI,0,0,538,0.003766,106,0.037418,10,0.00353,34,0.331,10,0.00353
504,5,4,West Godavari,TALLAPUDI,Tallapudi,382,THALLAPUDI,9,0.003177,111,0.000777,0,0,0,0,3,0.006896,0,0
1239,12,39,Anantapur,TALUPULA,Talupula,89,TALUPULA,95,0.033535,471,0.003297,87,0.030711,12,0.004236,73,0.298177,20,0.00706
1241,12,41,Anantapur,TANAKAL,Tanakal,86,TANAKAL,35,0.012355,673,0.004711,132,0.046596,122,0.043066,67,0.571415,81,0.028593
848,8,48,Prakasam,TANGUTUR,Tangutur,320,TANGUTUR,0,0,190,0.00133,8,0.002824,121,0.042713,11,0.124907,13,0.004589
528,5,28,West Godavari,TANUKU,Tanuku,429,TANUKU,0,0,1,0.000007,0,0,0,0,0,0,0,0
810,8,10,Prakasam,TARLUPADU,Tarlupadu,247,TARLAPADU,21,0.007413,216,0.001512,128,0.045184,46,0.016238,40,0.353949,51,0.018003
127,1,27,Srikakulam,TEKKALI,Tekkali,22,TEKKALI,11,0.003883,124,0.000868,102,0.036006,27,0.009531,187,0.275213,1,0.000353
732,7,32,Guntur,TENALI,Tenali,335,TENALI,0,0,310,0.00217,0,0,0,0,3,0.02391,0,0
437,4,37,East Godavari,THALLAREVU,Thallarevu,494,THALLAREVU,0,0,23,0.000161,0,0,0,0,7,0.015166,0,0
815,8,15,Prakasam,THALLUR,Thallur,253,THALLUR,0,0,280,0.00196,47,0.016591,10,0.00353,17,0.066798,10,0.00353
1002,10,2,Chittoor,THAMBALLAPALLE,Thamballapalle,130,THAMBALLAPALLE,28,0.009884,463,0.003241,76,0.026828,42,0.014826,64,0.279811,42,0.014826
1053,10,53,Chittoor,THAVANAMPALLE,Thavanampalle,191,THAVANAMPALLE,6,0.002118,350,0.00245,57,0.020121,45,0.015885,25,0.225722,14,0.004942
215,2,15,Vizianagaram,THERLAM,Therlam,526,THERLAM,5,0.001765,957,0.006699,114,0.040242,26,0.009178,3,0.175509,1,0.000353
407,4,7,East Godavari,THONDANGI,Thondangi,428,THONDANGI,0,0,195,0.001365,0,0,0,0,34,0.0804,0,0
1122,11,22,Kadapa,THONDUR,Thondur,134,THANDUR,14,0.004942,51,0.000357,94,0.033182,55,0.019415,85,0.322234,38,0.013414
928,9,28,Nellore,THOTAPALLIGUDUR,Thotapalligudur,234,THOTAPALLIGUDUR,0,0,0,0,0,0,0,0,24,0.121014,0,0
619,6,19,Krishna,THOTLAVALLURU,Thotlavalluru,345,THOTLAVALLURU,0,0,17,0.000119,0,0,0,0,0,0,0,0
1015,10,15,Chittoor,THOTTAMBEDU,Thottambedu,156,THOTTAMBEDU,8,0.002824,747,0.005229,32,0.011296,12,0.004236,102,0.433689,22,0.007766
710,7,10,Guntur,THULLUR,Thullur,288,THULLUR,12,0.004236,58,0.000406,2,0.000706,0,0,2,0.003575,0,0
1026,10,26,Chittoor,TIRUPATI (RURAL),Tirupati (Rural),643,TIRUPATI,2,0.000706,18,0.000126,15,0.005295,1,0.000353,7,0.03031,2,0.000706
1011,10,11,Chittoor,TIRUPATI (URBAN),Tirupati (Urban),107,TIRUPATI URBAN,4,0.001412,33,0.000231,6,0.002118,0,0,1,0.01379,0,0
613,6,13,Krishna,TIRUVURU,Tiruvuru,354,TIRUVURU,5,0.001765,764,0.005348,13,0.004589,1,0.000353,66,1.077245,8,0.002824
803,8,3,Prakasam,TRIPURANTHAKAM,Tripuranthakam,240,TRIPURANTHAKAM,11,0.003883,715,0.005005,56,0.019768,11,0.003883,27,0.445659,43,0.015179
733,7,33,Guntur,TSUNDUR,Tsundur,338,TSUNDUR,0,0,244,0.001708,0,0,0,0,0,0,0,0
1350,13,50,Kurnool,TUGGALI,Tuggali,53,TUGGALI,31,0.010943,73,0.000511,133,0.046949,24,0.008472,54,0.52105,27,0.009531
406,4,6,East Godavari,TUNI,Tuni,425,TUNI,48,0.016944,709,0.004963,62,0.021886,2,0.000706,124,0.447137,0,0
910,9,10,Nellore,UDAYAGIRI,Udayagiri,225,UDAYAGIRI,92,0.032476,548,0.003836,46,0.016238,10,0.00353,88,0.188055,22,0.007766
855,8,55,Prakasam,ULAVAPADU,Ulavapadu,356,ULAVAPADU,0,0,452,0.003164,0,0,2,0.000706,21,0.413826,32,0.011296
533,5,33,West Godavari,UNDI,Undi,442,UNDI,0,0,3,0.000021,0,0,0,0,0,0,0,0
529,5,29,West Godavari,UNDRAJAVARAM,Undrajavaram,423,UNDRAJAVARAM,0,0,0,0,0,0,0,0,0,0,0,0
519,5,19,West Godavari,UNGUTUR,Ungutur,629,UNGUTURU (WEST GODAVARI),0,0,537,0.003759,0,0,0,0,33,0.258539,0,0
627,6,27,Krishna,UNGUTURU,Unguturu,377,UNGUTURU,0,0,121,0.000847,0,0,0,0,15,0.075298,0,0
453,4,53,East Godavari,UPPALAGUPTAM,Uppalaguptam,543,UPPALAGUPTAM,0,0,32,0.000224,0,0,0,0,2,0.000374,0,0
1215,12,15,Anantapur,URAVAKONDA,Uravakonda,28,URAVAKONDA,30,0.01059,611,0.004277,72,0.025416,16,0.005648,9,0.101686,21,0.007413
1340,13,40,Kurnool,UYYALAWADA,Uyyalawada,21,UYYALAWADA,25,0.008825,80,0.00056,5,0.001765,3,0.001059,5,0.036256,15,0.005295
1025,10,25,Chittoor,VADAMALAPETA,Vadamalapeta,175,VADAMALAPETA,21,0.007413,291,0.002037,57,0.020121,18,0.006354,13,0.13993,29,0.010237
1204,12,4,Anantapur,VAJRAKARUR,Vajrakarur,599,VAJRAKARUR,29,0.010237,1407,0.009849,98,0.034594,25,0.008825,8,0.071983,31,0.010943
131,1,31,Srikakulam,VAJRAPUKOTHURU,Vajrapukothuru,20,VAJRAPUKOTHURU,0,0,68,0.000476,114,0.040242,38,0.013414,105,0.131137,1,0.000353
940,9,40,Nellore,VAKADU,Vakadu,270,VAKADU,0,0,6,0.000042,0,0,0,0,36,0.076939,0,0
1126,11,26,Kadapa,VALLUR,Vallur,123,VALLUR,1,0.000353,482,0.003374,63,0.022239,3,0.001059,23,0.091572,1,0.000353
102,1,2,Srikakulam,VANGARA,Vangara,575,VANGARA,0,0,82,0.000574,15,0.005295,5,0.001765,121,0.193017,0,0
1017,10,17,Chittoor,VARADAIAHPALEM,Varadaiahpalem,151,VARADAIAHPALEM,13,0.004589,244,0.001708,20,0.00706,3,0.001059,107,0.612111,5,0.001765
464,4,64,East Godavari,VARARAMACHANDRAPURAM,Vararamachandrapuram,573,VARARAMACHANDRAPUR,0,0,17,0.000119,0,0,0,0,35,0.054238,0,0
902,9,2,Nellore,VARIKUNTAPADU,Varikuntapadu,218,VARIKUNTAPADU,64,0.022592,299,0.002093,56,0.019768,2,0.000706,95,0.260559,4,0.001412
602,6,2,Krishna,VATSAVAI,Vatsavai,328,VATSAVAI,22,0.007766,355,0.002485,12,0.004236,7,0.002471,18,0.154901,5,0.001765
735,7,35,Guntur,VATTICHERUKURU,Vatticherukuru,358,VATTICHERUKURU,0,0,71,0.000497,0,0,0,0,2,0.02763,0,0
1033,10,33,Chittoor,VAYALPAD,Vayalpad,645,VALMIKIPURAM,0,0,441,0.003087,58,0.020474,42,0.014826,28,0.327124,56,0.019768
1043,10,43,Chittoor,VEDURUKUPPAM,Vedurukuppam,181,VEDURU KUPPAM,5,0.001765,546,0.003822,102,0.036006,89,0.031417,92,0.196866,93,0.032829
1138,11,38,Kadapa,VEERABALLE,Veeraballe,152,VEERABALLE,0,0,13,0.000091,131,0.046243,49,0.017297,250,0.979527,83,0.029299
101,1,1,Srikakulam,VEERAGHATTAM,Veeraghattam,570,VEERAGHATTAM,2,0.000706,56,0.000392,60,0.02118,58,0.020474,1,0.001169,5,0.001765
1123,11,23,Kadapa,VEERAPUNAYUNIPALLE,Veerapunayunipalle,131,VEERAPUNAYUNIPALLE,13,0.004589,87,0.000609,147,0.051891,13,0.004589,3,0.008994,20,0.00706
538,5,38,West Godavari,VEERAVASARAM,Veeravasaram,448,VEERAVASARAM,0,0,0,0,0,0,0,0,0,0,0,0
607,6,7,Krishna,VEERULLAPADU,Veerullapadu,668,VEERULLAPADU,33,0.011649,225,0.001575,37,0.013061,2,0.000706,15,0.173254,0,0
548,5,48,West Godavari,VELAIRPADU,Velairpadu,477,VELAIRPAD,0,0,0,0,0,0,0,0,0,0,0,0
720,7,20,Guntur,VELDURTHI1,Veldurthi1,313,VELDURTHI,159,0.056127,84,0.000588,0,0,0,0,5,0.223933,1,0.000353
1329,13,29,Kurnool,VELDURTHI2,Veldurthi2,641,VELDURTHI (KURNOOL),106,0.037418,158,0.001106,215,0.075895,5,0.001765,25,0.324539,3,0.001059
1313,13,13,Kurnool,VELGODE,Velgode,658,VELGODE,4,0.001412,59,0.000413,1,0.000353,0,0,8,0.18997,0,0
839,8,39,Prakasam,VELIGANDLA,Veligandla,294,VELIGANDLA,17,0.006001,227,0.001589,163,0.057539,98,0.034594,27,0.113037,50,0.01765
1134,11,34,Kadapa,VEMPALLE,Vempalle,162,VEMPALLE,4,0.001412,252,0.001764,129,0.045537,17,0.006001,36,0.202987,11,0.003883
1121,11,21,Kadapa,VEMULA,Vemula,83,VEMULA,4,0.001412,203,0.001421,151,0.053303,14,0.004942,10,0.055082,7,0.002471
731,7,31,Guntur,VEMURU,Vemuru,342,VEMURU,0,0,248,0.001736,0,0,0,0,0,0,0,0
930,9,30,Nellore,VENKATACHALAM,Venkatachalam,246,VENKATACHALAM,0,0,40,0.00028,1,0.000353,0,0,35,0.016218,0,0
935,9,35,Nellore,VENKATAGIRI,Venkatagiri,260,VENKATAGIRI,48,0.016944,714,0.004998,20,0.00706,0,0,35,0.223748,1,0.000353
1062,10,62,Chittoor,VENKATAGIRIKOTA,Venkatagirikota,204,VENKATAGIRI KOTA,24,0.008472,274,0.001918,122,0.043066,57,0.020121,78,0.206693,47,0.016591
231,2,31,Vizianagaram,VEPADA,Vepada,611,VEPADA,0,0,508,0.003556,145,0.051185,16,0.005648,191,0.959179,0,0
824,8,24,Prakasam,VETAPALEM,Vetapalem,278,VETAPALEM,0,0,3,0.000021,1,0.000353,0,0,0,0,0,0
1203,12,3,Anantapur,VIDAPANAKAL,Vidapanakal,602,VIDAPANAKAL,5,0.001765,565,0.003955,21,0.007413,15,0.005295,2,1.059307,9,0.003177
916,9,16,Nellore,VIDAVALUR,Vidavalur,220,VIDAVALUR,0,0,0,0,0,0,0,0,5,0.010232,0,0
1021,10,21,Chittoor,VIJAYAPURAM,Vijayapuram,139,VIJAYA PURAM,8,0.002824,733,0.005131,12,0.004236,7,0.002471,115,1.224795,33,0.011649
617,6,17,Krishna,VIJAYAWADA (RURAL),Vijayawada (Rural),346,VIJAYAWADA URBAN,43,0.015179,19,0.000133,3,0.001059,2,0.000706,25,0.547954,0,0
616,6,16,Krishna,VIJAYAWADA (URBAN),Vijayawada (Urban),352,VIJAYAWADA RURAL,0,0,71,0.000497,0,0,0,0,4,0.01304,1,0.000353
908,9,8,Nellore,VINJAMUR,Vinjamur,213,VINJAMUR,76,0.026828,361,0.002527,20,0.00706,3,0.001059,84,0.290387,29,0.010237
743,7,43,Guntur,VINUKONDA,Vinukonda,362,VINUKONDA,0,0,271,0.001897,18,0.006354,1,0.000353,20,0.364651,7,0.002471
328,3,28,Visakhapatnam,VISAKHAPATNAM(R),Visakhapatnam(R),686,VISAKHAPATNAM MANDAL1,6,0.002118,32,0.000224,0,0,0,0,0,0,0,0
329,3,29,Visakhapatnam,VISAKHAPATNAM(U),Visakhapatnam(U),685,VISAKHAPATNAM MANDAL,0,0,28,0.000196,0,0,0,0,5,0.00325,0,0
614,6,14,Krishna,VISSANNAPET,Vissannapet,357,VISSANNAPET,25,0.008825,456,0.003192,24,0.008472,29,0.010237,78,2.317982,38,0.013414
228,2,28,Vizianagaram,VIZIANAGARAM,Vizianagaram,640,VIZIANAGARAM MANDAL,0,0,825,0.005775,34,0.012002,1,0.000353,133,0.748807,0,0
851,8,51,Prakasam,VOLETIVARIPALEM,Voletivaripalem,341,VOLETIVARIPALEM,61,0.021533,102,0.000714,50,0.01765,29,0.010237,45,0.307745,53,0.018709
1129,11,29,Kadapa,VONTIMITTA,Vontimitta,115,VONTIMITTA,0,0,862,0.006034,106,0.037418,35,0.012355,29,0.276888,2,0.000706
628,6,28,Krishna,VUYYURU,Vuyyuru,370,VUYYURU,0,0,19,0.000133,0,0,0,0,0,0,0,0
402,4,2,East Godavari,Y.RAMAVARAM,Y.Ramavaram,409,Y RAMAVARAM,64,0.022592,0,0,36,0.012708,9,0.003177,22,0.017651,0,0
1056,10,56,Chittoor,YADAMARRI,Yadamarri,210,YADAMARI,46,0.016238,484,0.003388,47,0.016591,24,0.008472,44,0.117677,14,0.004942
1208,12,8,Anantapur,YADIKI,Yadiki,618,YADIKI,8,0.002824,367,0.002569,203,0.071659,58,0.020474,21,0.331192,35,0.012355
819,8,19,Prakasam,YEDDANAPUDI,Yeddanapudi,245,YEDDANAPUDI,8,0.002824,401,0.002807,11,0.003883,26,0.009178,0,0,43,0.015179
341,3,41,Visakhapatnam,YELAMANCHILI1,Yelamanchili1,639,YELAMANCHILI (VISAKHAPATNAM),15,0.005295,408,0.002856,26,0.009178,4,0.001412,44,0.191411,0,0
544,5,44,West Godavari,YELAMANCHILI2,Yelamanchili2,463,YELAMANCHILI,0,0,0,0,0,0,0,0,0,0,0,0
411,4,11,East Godavari,YELESWARAM,Yeleswaram,440,YELESWARAM,0,0,253,0.001771,11,0.003883,3,0.001059,94,0.162727,1,0.000353
1229,12,29,Anantapur,YELLANUR,Yellanur,82,YELLANUR,0,0,552,0.003864,147,0.051891,24,0.008472,30,0.241863,28,0.009884
1321,13,21,Kurnool,YEMMIGANUR,Yemmiganur,612,YEMMIGANUR,41,0.014473,52,0.000364,136,0.048008,11,0.003883,20,0.167879,3,0.001059
1013,10,13,Chittoor,YERPEDU,Yerpedu,161,YERPEDU,20,0.00706,368,0.002576,56,0.019768,23,0.008119,113,0.794788,47,0.016591
801,8,1,Prakasam,YERRAGONDAPALEM,Yerragondapalem,243,YERRAGONDAPALEM,33,0.011649,897,0.006279,77,0.027181,31,0.010943,39,0.41902,29,0.010237
1124,11,24,Kadapa,YERRAGUNTLA,Yerraguntla,128,YERRAGUNTLA,1,0.000353,854,0.005978,82,0.028946,1,0.000353,6,0.032483,1,0.000353
1010,10,10,Chittoor,YERRAVARIPALEM,Yerravaripalem,681,YARRAVARIPALEM,50,0.01765,242,0.001694,48,0.016944,56,0.019768,199,0.315812,101,0.035653
849,8,49,Prakasam,ZARUGUMILLI,Zarugumilli,322,ZARUGUMILLI,19,0.006707,159,0.001113,14,0.004942,28,0.009884,7,0.010142,66,0.023298
716,7,16,Guntur,RAJUPALEM1,Rajupalem1,296,RAJUPALEM,0,0,209,0.001463,0,0,0,0,4,0.049903,0,0
1104,11,4,Kadapa,RAJUPALEM2,Rajupalem2,65,RAJU PALEM,8,0.002824,309,0.002163,14,0.004942,0,0,0,0,0,0
